year,month,day,hour,wspd,forecast
2009,9,28,18,22.28300095,18.33527003
2009,9,28,19,23.11700058,18.33588108
2009,9,28,20,23.2329998,18.33285641
2009,9,28,21,23.18300056,18.33285641
2009,9,28,22,22.5,18.33285641
2009,9,28,23,21.25,18.33285641
2009,9,29,0,18.4829998,18.33285641
2009,9,29,1,14.11699963,18.33285641
2009,9,29,2,11.81700039,17.34487247
2009,9,29,3,11.39999962,12.95669579
2009,9,29,4,10,11.44040994
2009,9,29,5,9.5,10.79302028
2009,9,29,6,9.25,9.174767486
2009,9,29,7,8.149999619,9.010176411
2009,9,29,8,8.182999611,8.499774855
2009,9,29,9,8.317000389,7.498165872
2009,9,29,10,7.433000088,7.497886941
2009,9,29,11,7.032999992,7.613288517
2009,9,29,12,6.482999802,7.258756985
2009,9,29,13,7.349999905,6.782985903
2009,9,29,14,11.13300037,6.453349385
2009,9,29,15,13.25,7.065849493
2009,9,29,16,15.36699963,9.965565081
2009,9,29,17,16.25,12.47435035
2009,9,29,18,19.83300018,14.36745562
2009,9,29,19,21.28300095,15.72963972
2009,9,29,20,22.53300095,17.99210667
2009,9,29,21,23.29999924,18.33637842
2009,9,29,22,23,18.33937435
2009,9,29,23,22.14999962,18.33285641
2009,9,30,0,19.53300095,18.33285641
2009,9,30,1,15.9829998,18.33285641
2009,9,30,2,14.56700039,17.87958906
2009,9,30,3,13.18299961,14.9823113
2009,9,30,4,13.41699982,12.953207
2009,9,30,5,13.63300037,12.84642725
2009,9,30,6,8.616999626,12.81221032
2009,9,30,7,7.5,12.78273068
2009,9,30,8,8.899999619,8.330501961
2009,9,30,9,6.316999912,7.406126083
2009,9,30,10,4.532999992,8.171129835
2009,9,30,11,2.832999945,6.358814297
2009,9,30,12,3.117000103,5.038698817
2009,9,30,13,3.549999952,4.030386876
2009,9,30,14,5.416999817,4.04464385
2009,9,30,15,6.066999912,4.262667649
2009,9,30,16,6.617000103,5.6453225
2009,9,30,17,6.683000088,6.213217035
2009,9,30,18,6.316999912,6.597861372
2009,9,30,19,6.232999802,6.598220007
2009,9,30,20,6.217000008,6.357760813
2009,9,30,21,6.282999992,6.254012385
2009,9,30,22,6.199999809,6.248244502
2009,9,30,23,6.517000198,6.347243145
2009,10,1,0,6.083000183,6.248244502
2009,10,1,1,7.232999802,6.50634072
2009,10,1,2,8.432999611,6.221488175
2009,10,1,3,9.600000381,7.025347376
2009,10,1,4,9.333000183,7.723166866
2009,10,1,5,8.866999626,9.053208603
2009,10,1,6,7.683000088,8.53410432
2009,10,1,7,6.683000088,8.171969829
2009,10,1,8,3.683000088,7.340963301
2009,10,1,9,4.217000008,6.599653847
2009,10,1,10,4.683000088,4.370185683
2009,10,1,11,5.217000008,4.837698069
2009,10,1,12,5.267000198,5.386229076
2009,10,1,13,4.050000191,5.619792521
2009,10,1,14,4.367000103,5.620018753
2009,10,1,15,4.666999817,4.725601232
2009,10,1,16,6.099999905,4.891873078
2009,10,1,17,6.25,5.380674231
2009,10,1,18,6.550000191,6.222029925
2009,10,1,19,6.066999912,6.250642742
2009,10,1,20,7.617000103,6.590913628
2009,10,1,21,8.199999809,6.218625152
2009,10,1,22,8.717000008,7.305436093
2009,10,1,23,7.316999912,7.496453101
2009,10,2,0,8.432999611,8.047736627
2009,10,2,1,6.183000088,7.043870979
2009,10,2,2,7.867000103,7.724600706
2009,10,2,3,9.199999809,6.238578906
2009,10,2,4,9.583000183,7.408842619
2009,10,2,5,10.46700001,8.468147111
2009,10,2,6,10.46700001,9.05345993
2009,10,2,7,8.133000374,9.753107602
2009,10,2,8,6.882999897,9.753107602
2009,10,2,9,10.0170002,7.497870818
2009,10,2,10,9.116999626,6.668377039
2009,10,2,11,7.900000095,9.240394392
2009,10,2,12,6.566999912,8.464001478
2009,10,2,13,6.099999905,7.416701592
2009,10,2,14,5.482999802,6.592347468
2009,10,2,15,2.799999952,6.228010142
2009,10,2,16,3.967000008,5.798941981
2009,10,2,17,4.949999809,4.030961781
2009,10,2,18,6.050000191,4.602602774
2009,10,2,19,6.632999897,5.549396488
2009,10,2,20,6.050000191,6.20980713
2009,10,2,21,5.532999992,6.59762848
2009,10,2,22,5.367000103,6.214655393
2009,10,2,23,5.767000198,5.895226728
2009,10,3,0,8.949999809,5.631255349
2009,10,3,1,7.333000183,5.959542354
2009,10,3,2,7.232999802,8.170342963
2009,10,3,3,7.199999809,7.04563685
2009,10,3,4,7.632999897,7.025560866
2009,10,3,5,9.517000198,7.025560866
2009,10,3,6,9.567000389,7.307395248
2009,10,3,7,7.599999905,9.008765467
2009,10,3,8,5.849999905,9.05345993
2009,10,3,9,6.117000103,7.306489577
2009,10,3,10,5.367000103,5.99868626
2009,10,3,11,6.267000198,6.228010142
2009,10,3,12,4.367000103,5.631255349
2009,10,3,13,4.017000198,6.289998015
2009,10,3,14,3.816999912,4.894851728
2009,10,3,15,2.217000008,4.674755421
2009,10,3,16,2.882999897,4.574649893
2009,10,3,17,4.617000103,3.703444688
2009,10,3,18,3.98300004,4.028207339
2009,10,3,19,4.083000183,5.355561584
2009,10,3,20,5.482999802,4.601571885
2009,10,3,21,5.550000191,4.751530047
2009,10,3,22,6.482999802,5.792524695
2009,10,3,23,6.632999897,5.889686233
2009,10,4,0,4.800000191,6.45155691
2009,10,4,1,5.900000095,6.597861372
2009,10,4,2,4.183000088,5.405074167
2009,10,4,3,5.717000008,6.008585035
2009,10,4,4,5.849999905,4.792636667
2009,10,4,5,4.467000008,5.950331756
2009,10,4,6,4.550000191,5.995103127
2009,10,4,7,4.183000088,4.96203971
2009,10,4,8,3.799999952,5.134716403
2009,10,4,9,2.217000008,4.790239583
2009,10,4,10,2.433000088,4.573725741
2009,10,4,11,4.433000088,3.703746573
2009,10,4,12,5.833000183,4.020094769
2009,10,4,13,7.482999802,4.954916255
2009,10,4,14,6.099999905,5.987844569
2009,10,4,15,5.550000191,7.293759154
2009,10,4,16,5.967000008,6.226576302
2009,10,4,17,6.967000008,5.895440218
2009,10,4,18,4.867000103,6.185699203
2009,10,4,19,4.650000095,6.71222622
2009,10,4,20,5.150000095,5.539762865
2009,10,4,21,5.732999802,5.364387341
2009,10,4,22,5.550000191,5.613860371
2009,10,4,23,5.900000095,5.957751696
2009,10,5,0,5.183000088,5.893414851
2009,10,5,1,7.732999802,6.009403133
2009,10,5,2,6.732999802,5.620352631
2009,10,5,3,5.732999802,7.355991085
2009,10,5,4,5.333000183,6.645057952
2009,10,5,5,4.433000088,5.963505681
2009,10,5,6,4.933000088,5.632475699
2009,10,5,7,5.282999992,4.959868858
2009,10,5,8,6.566999912,5.552042226
2009,10,5,9,8.767000198,5.619792521
2009,10,5,10,7.916999817,6.586593484
2009,10,5,11,8.217000008,8.050368605
2009,10,5,12,6.566999912,7.416488103
2009,10,5,13,6.632999897,7.556703224
2009,10,5,14,5.517000198,6.592347468
2009,10,5,15,5.199999809,6.599653847
2009,10,5,16,2.849999905,5.892320045
2009,10,5,17,2.467000008,5.622177791
2009,10,5,18,3.032999992,4.030603146
2009,10,5,19,2.26699996,4.022468971
2009,10,5,20,3.867000103,4.032966594
2009,10,5,21,3.849999905,3.800727612
2009,10,5,22,3.849999905,4.577386344
2009,10,5,23,4.517000198,4.578885411
2009,10,6,0,3.900000095,4.579671498
2009,10,6,1,3.332999945,4.964358332
2009,10,6,2,3.150000095,4.596844826
2009,10,6,3,3.150000095,4.190697122
2009,10,6,4,5.683000088,4.044341964
2009,10,6,5,6.217000008,4.043555877
2009,10,6,6,6.566999912,5.933440697
2009,10,6,7,5.316999912,6.245007237
2009,10,6,8,7.367000103,6.590554994
2009,10,6,9,8.166999817,5.631255349
2009,10,6,10,7.150000095,7.063465151
2009,10,6,11,5.117000103,7.495300511
2009,10,6,12,6.282999992,7.012971487
2009,10,6,13,6.849999905,5.584062807
2009,10,6,14,6.099999905,6.346506133
2009,10,6,15,4.699999809,6.664954314
2009,10,6,16,5.267000198,6.226576302
2009,10,6,17,6.066999912,5.394922901
2009,10,6,18,6.967000008,5.621941814
2009,10,6,19,6.532999992,6.214305008
2009,10,6,20,4.699999809,6.711993328
2009,10,6,21,6.166999817,6.588103812
2009,10,6,22,6.132999897,5.39513639
2009,10,6,23,5.550000191,6.225399568
2009,10,7,0,6.349999905,6.224427009
2009,10,7,1,7.267000198,5.894006378
2009,10,7,2,7.232999802,6.37110305
2009,10,7,3,7.982999802,7.037733098
2009,10,7,4,6.333000183,7.024127026
2009,10,7,5,5.117000103,7.428572964
2009,10,7,6,5.150000095,6.357974303
2009,10,7,7,10,5.584062807
2009,10,7,8,7.800000191,5.616235896
2009,10,7,9,4.900000095,9.163063961
2009,10,7,10,5.617000103,7.358877959
2009,10,7,11,6.367000103,5.55331523
2009,10,7,12,6.833000183,5.898879711
2009,10,7,13,7.467000008,6.368953758
2009,10,7,14,4.083000183,6.661726894
2009,10,7,15,2.066999912,7.284813463
2009,10,7,16,2.417000055,4.757645447
2009,10,7,17,3.349999905,3.55583312
2009,10,7,18,3.200000048,4.020396655
2009,10,7,19,3.26699996,4.188110082
2009,10,7,20,6.583000183,4.043555877
2009,10,7,21,14.05000019,4.047735589
2009,10,7,22,15.69999981,6.586188574
2009,10,7,23,12.80000019,12.53250949
2009,10,8,0,8.282999992,14.64700165
2009,10,8,1,7.666999817,12.09046
2009,10,8,2,8.182999611,7.892220773
2009,10,8,3,9.517000198,7.403991379
2009,10,8,4,11.13300037,7.497886941
2009,10,8,5,12.46700001,9.008765467
2009,10,8,6,13.85000038,9.967144622
2009,10,8,7,13.39999962,11.34333196
2009,10,8,8,10.38300037,12.56153551
2009,10,8,9,9.916999817,12.75020632
2009,10,8,10,9.932999611,9.859876922
2009,10,8,11,13.91699982,9.213742932
2009,10,8,12,15.18299961,9.151926592
2009,10,8,13,13.7329998,12.51785222
2009,10,8,14,12.0170002,14.0955569
2009,10,8,15,12.88300037,12.85953969
2009,10,8,16,11.7329998,11.42558651
2009,10,8,17,11.2670002,11.89292331
2009,10,8,18,11.16699982,10.94378048
2009,10,8,19,12.56700039,10.58948819
2009,10,8,20,13.44999981,9.991438397
2009,10,8,21,12.86699963,11.45435408
2009,10,8,22,12.4829998,12.57170276
2009,10,8,23,12.89999962,12.03382852
2009,10,9,0,11.88300037,11.55981504
2009,10,9,1,10.08300018,11.91631056
2009,10,9,2,11.19999981,11.26651404
2009,10,9,3,13.28299999,9.359969368
2009,10,9,4,11.16699982,10.20188503
2009,10,9,5,12.61699963,12.47478254
2009,10,9,6,13.25,10.17400152
2009,10,9,7,13.61699963,11.71387243
2009,10,9,8,13.96700001,12.57837043
2009,10,9,9,12.39999962,12.77535943
2009,10,9,10,10.61699963,12.80519271
2009,10,9,11,8.782999992,11.63003082
2009,10,9,12,9.350000381,10.06705796
2009,10,9,13,14.58300018,8.18089157
2009,10,9,14,15.14999962,8.614541563
2009,10,9,15,14.35000038,12.55659338
2009,10,9,16,16.43300056,14.08581102
2009,10,9,17,14.88300037,12.91849826
2009,10,9,18,16.43300056,15.85640185
2009,10,9,19,15.05000019,13.45037916
2009,10,9,20,14.7670002,15.8846201
2009,10,9,21,14.91699982,14.16159042
2009,10,9,22,13.7329998,13.26864812
2009,10,9,23,13.68299961,13.9445114
2009,10,10,0,9.550000191,12.85838889
2009,10,10,1,7.166999817,12.84986604
2009,10,10,2,6.767000198,9.364242869
2009,10,10,3,6.833000183,7.143411944
2009,10,10,4,7.066999912,6.658303299
2009,10,10,5,6.050000191,6.663519368
2009,10,10,6,6.800000191,6.867252774
2009,10,10,7,8.317000389,6.215875743
2009,10,10,8,7.217000008,6.663519368
2009,10,10,9,7.099999905,7.611854678
2009,10,10,10,7.099999905,7.025347376
2009,10,10,11,7.316999912,6.964534085
2009,10,10,12,6.800000191,6.964534085
2009,10,10,13,6.767000198,7.043030985
2009,10,10,14,5.367000103,6.663519368
2009,10,10,15,3.882999897,6.658303299
2009,10,10,16,4.349999905,5.632475699
2009,10,10,17,5.050000191,4.601091261
2009,10,10,18,5.382999897,4.884883412
2009,10,10,19,6.150000095,5.559442128
2009,10,10,20,6.183000088,5.626935204
2009,10,10,21,6.400000095,6.223813923
2009,10,10,22,6.683000088,6.236197764
2009,10,10,23,6.066999912,6.405367913
2009,10,11,0,4.032999992,6.598220007
2009,10,11,1,3.967000008,6.218875623
2009,10,11,2,5.166999817,4.726593604
2009,10,11,3,3.23300004,4.604460476
2009,10,11,4,2.917000055,5.61551433
2009,10,11,5,4.400000095,4.047286215
2009,10,11,6,3.51699996,4.031188698
2009,10,11,7,8.649999619,4.945485151
2009,10,11,8,13.69999981,4.263443171
2009,10,11,9,14.53299999,8.034552393
2009,10,11,10,13.71700001,12.50102934
2009,10,11,11,14.69999981,12.7486086
2009,10,11,12,13.0170002,12.81820175
2009,10,11,13,12.03299999,12.99990375
2009,10,11,14,10.14999962,12.25921627
2009,10,11,15,6.767000198,11.34419423
2009,10,11,16,6.75,9.394016103
2009,10,11,17,6.982999802,6.665733343
2009,10,11,18,4.699999809,6.658303299
2009,10,11,19,3.832999945,6.720517307
2009,10,11,20,4.367000103,5.394922901
2009,10,11,21,2.832999945,4.579069952
2009,10,11,22,2.049999952,4.889884325
2009,10,11,23,0.76700002,4.027935697
2009,10,12,0,1.299999952,3.549153677
2009,10,12,1,2.799999952,3.458667845
2009,10,12,2,2.782999992,3.495107103
2009,10,12,3,4.400000095,4.029222425
2009,10,12,4,4.349999905,4.027563921
2009,10,12,5,3.433000088,4.945485151
2009,10,12,6,3.549999952,4.882004781
2009,10,12,7,2.667000055,4.259395522
2009,10,12,8,2.832999945,4.263755622
2009,10,12,9,3.950000048,4.021607624
2009,10,12,10,4.199999809,4.025650543
2009,10,12,11,3.099999905,4.598111632
2009,10,12,12,3.582999945,4.791764264
2009,10,12,13,3.400000095,4.045841032
2009,10,12,14,2.460000038,4.263755622
2009,10,12,15,3.26699996,4.251101597
2009,10,12,16,4.232999802,4.019823233
2009,10,12,17,4.532999992,4.047735589
2009,10,12,18,5.433000088,4.834132359
2009,10,12,19,5.532999992,5.031281955
2009,10,12,20,5.316999912,5.671925829
2009,10,12,21,4.933000088,5.889686233
2009,10,12,22,4.467000008,5.630896714
2009,10,12,23,4.416999817,5.552850024
2009,10,13,0,4.25,4.959409734
2009,10,13,1,4.617000103,4.954079009
2009,10,13,2,6.217000008,4.836719399
2009,10,13,3,6.232999802,5.358148624
2009,10,13,4,6.650000095,6.243698126
2009,10,13,5,6.982999802,6.250642742
2009,10,13,6,7.367000103,6.598220007
2009,10,13,7,7.482999802,6.719296956
2009,10,13,8,6.967000008,7.065636003
2009,10,13,9,6.882999897,7.297342286
2009,10,13,10,7.400000095,6.714018694
2009,10,13,11,7.532999992,6.668672093
2009,10,13,12,7.367000103,7.066176005
2009,10,13,13,7.882999897,7.297342286
2009,10,13,14,7.083000183,7.065849493
2009,10,13,15,5.849999905,7.412827836
2009,10,13,16,5.532999992,6.924562175
2009,10,13,17,4.382999897,5.99868626
2009,10,13,18,4.166999817,5.895440218
2009,10,13,19,4.666999817,4.912138655
2009,10,13,20,4.416999817,4.771171361
2009,10,13,21,3.51699996,5.380674231
2009,10,13,22,2.900000095,4.954427682
2009,10,13,23,2.75,4.264531144
2009,10,14,0,2.582999945,4.029630932
2009,10,14,1,3.082999945,4.025650543
2009,10,14,2,4.467000008,4.02083987
2009,10,14,3,4.532999992,4.043555877
2009,10,14,4,5.433000088,4.954916255
2009,10,14,5,5.782999992,5.031281955
2009,10,14,6,6.933000088,5.671925829
2009,10,14,7,6.566999912,5.957751696
2009,10,14,8,5.900000095,6.675214167
2009,10,14,9,5.949999809,6.590913628
2009,10,14,10,4.066999912,6.011195608
2009,10,14,11,4.416999817,6.186919553
2009,10,14,12,5.316999912,4.744886929
2009,10,14,13,6.367000103,4.956228301
2009,10,14,14,6.583000183,5.626360299
2009,10,14,15,4.683000088,6.366782906
2009,10,14,16,7.900000095,6.593079137
2009,10,14,17,8.75,5.391676483
2009,10,14,18,7.599999905,7.413251025
2009,10,14,19,5.333000183,8.04881084
2009,10,14,20,4.367000103,7.306489577
2009,10,14,21,4.982999802,5.632689189
2009,10,14,22,6.650000095,4.89447335
2009,10,14,23,4.833000183,5.553192774
2009,10,15,0,5.967000008,6.59367363
2009,10,15,1,6.166999817,5.440994228
2009,10,15,2,5.967000008,6.18452247
2009,10,15,3,7.583000183,6.224427009
2009,10,15,4,8.850000381,6.185699203
2009,10,15,5,7.117000103,7.304215743
2009,10,15,6,7.349999905,8.169695995
2009,10,15,7,8.100000381,6.96537408
2009,10,15,8,12.4829998,7.065849493
2009,10,15,9,12.64999962,7.497325877
2009,10,15,10,12.89999962,11.35289503
2009,10,15,11,14.55000019,11.74363699
2009,10,15,12,14.35000038,11.96054798
2009,10,15,13,12.4829998,12.75643686
2009,10,15,14,9.282999992,12.84339521
2009,10,15,15,6.800000191,11.69803193
2009,10,15,16,6.666999817,8.703451038
2009,10,15,17,5.050000191,6.747452266
2009,10,15,18,3.382999897,6.599653847
2009,10,15,19,3.183000088,5.565859415
2009,10,15,20,3.717000008,4.203064612
2009,10,15,21,4.050000191,4.046201616
2009,10,15,22,3.917000055,4.374112731
2009,10,15,23,3.782999992,4.721949601
2009,10,16,0,3.582999945,4.596844826
2009,10,16,1,3.549999952,4.562378292
2009,10,16,2,3.700000048,4.264521816
2009,10,16,3,6.183000088,4.263453736
2009,10,16,4,8.416999817,4.367710338
2009,10,16,5,8.732999802,6.230142389
2009,10,16,6,7.017000198,7.720715687
2009,10,16,7,6.800000191,8.046891455
2009,10,16,8,7.449999809,6.732984438
2009,10,16,9,8.25,6.663519368
2009,10,16,10,7.132999897,7.27322378
2009,10,16,11,6.933000088,7.574300406
2009,10,16,12,5.816999912,6.986888097
2009,10,16,13,5.032999992,6.677006642
2009,10,16,14,7.050000191,5.965572696
2009,10,16,15,5.039999962,5.566072904
2009,10,16,16,5.267000198,6.784468198
2009,10,16,17,4.532999992,5.564047537
2009,10,16,18,3.23300004,5.623601885
2009,10,16,19,2.51699996,5.034502599
2009,10,16,20,4.532999992,4.048570961
2009,10,16,21,5.532999992,4.021927842
2009,10,16,22,4.967000008,5.029782887
2009,10,16,23,7.132999897,5.888023355
2009,10,17,0,5.199999809,5.554380766
2009,10,17,1,3.832999945,6.982698539
2009,10,17,2,3.200000048,5.620365914
2009,10,17,3,4.433000088,4.579296183
2009,10,17,4,5.282999992,4.047269696
2009,10,17,5,6.232999802,4.955702341
2009,10,17,6,8.166999817,5.618355875
2009,10,17,7,7.433000088,6.248471891
2009,10,17,8,7.900000095,7.495300511
2009,10,17,9,8.416999817,7.257323145
2009,10,17,10,7.5,7.415861598
2009,10,17,11,7.900000095,7.724600706
2009,10,17,12,6.933000088,7.297930954
2009,10,17,13,6.333000183,7.415861598
2009,10,17,14,4.217000008,6.677006642
2009,10,17,15,2.467000008,6.357974303
2009,10,17,16,0.899999976,4.841088303
2009,10,17,17,0.967000008,4.024559566
2009,10,17,18,1.167000055,3.46328739
2009,10,17,19,1.350000024,3.465672522
2009,10,17,20,1.383000016,3.484723323
2009,10,17,21,4.066999912,3.50175145
2009,10,17,22,3.117000103,3.506782315
2009,10,17,23,2.816999912,4.739527463
2009,10,18,0,1.399999976,4.046968323
2009,10,18,1,2.082999945,4.026738516
2009,10,18,2,3.367000103,3.504659691
2009,10,18,3,5.017000198,3.550514222
2009,10,18,4,7.183000088,4.18950891
2009,10,18,5,8.600000381,5.556846519
2009,10,18,6,7,7.016962266
2009,10,18,7,6.982999802,8.039846426
2009,10,18,8,5.800000191,6.732984438
2009,10,18,9,7.449999809,6.720730796
2009,10,18,10,9.116999626,5.965572696
2009,10,18,11,9.567000389,7.27322378
2009,10,18,12,9.300000191,8.461727644
2009,10,18,13,9.149999619,9.05345993
2009,10,18,14,7.132999897,8.507612885
2009,10,18,15,6.982999802,8.46924651
2009,10,18,16,7.666999817,6.987728091
2009,10,18,17,9.133000374,6.720730796
2009,10,18,18,7.599999905,7.310468083
2009,10,18,19,6.550000191,8.467488333
2009,10,18,20,5.833000183,7.306489577
2009,10,18,21,6.267000198,6.592347468
2009,10,18,22,5.632999897,5.995261432
2009,10,18,23,4.316999912,6.293389217
2009,10,19,0,4.583000183,5.940922787
2009,10,19,1,3.650000095,4.876835635
2009,10,19,2,3.632999897,5.19705812
2009,10,19,3,3.51699996,4.268229023
2009,10,19,4,2.349999905,4.265526722
2009,10,19,5,3.044999957,4.261944103
2009,10,19,6,3.74000001,3.999482166
2009,10,19,7,5.467000008,4.042901408
2009,10,19,8,4.982999802,4.393033384
2009,10,19,9,5.449999809,5.779588481
2009,10,19,10,5.482999802,5.551908028
2009,10,19,11,5.032999992,5.719880226
2009,10,19,12,4.816999912,5.794959252
2009,10,19,13,7.117000103,5.562109578
2009,10,19,14,7.467000008,5.412557034
2009,10,19,15,7.059999943,6.960111635
2009,10,19,16,7.254999876,7.282413699
2009,10,19,17,7.449999809,6.867466264
2009,10,19,18,6.232999802,7.03868351
2009,10,19,19,5.282999992,7.27322378
2009,10,19,20,4.717000008,6.254225875
2009,10,19,21,3.917000055,5.625772737
2009,10,19,22,3.5,5.392975347
2009,10,19,23,3.617000103,4.599053152
2009,10,20,0,4.300000191,4.264531144
2009,10,20,1,3.933000088,4.263453736
2009,10,20,2,3.950000048,4.869353545
2009,10,20,3,3.683000088,4.59605874
2009,10,20,4,3.049999952,4.600698672
2009,10,20,5,3.532999992,4.363554907
2009,10,20,6,6.367000103,4.044755575
2009,10,20,7,6.566999912,4.263453736
2009,10,20,8,6,6.36362096
2009,10,20,9,7.717000008,6.587676363
2009,10,20,10,8.366999626,6.207730904
2009,10,20,11,6.199999809,7.359382288
2009,10,20,12,6.25,7.6938708
2009,10,20,13,6.583000183,6.250020844
2009,10,20,14,6.550000191,6.254225875
2009,10,20,15,7.066999912,6.593670664
2009,10,20,16,8.333000183,6.590913628
2009,10,20,17,7.900000095,6.867252774
2009,10,20,18,8.350000381,7.613075028
2009,10,20,19,7.816999912,7.415861598
2009,10,20,20,7,7.645659076
2009,10,20,21,6.816999912,7.363509267
2009,10,20,22,6.867000103,6.732144444
2009,10,20,23,6.183000088,6.663519368
2009,10,21,0,4.367000103,6.668672093
2009,10,21,1,4.699999809,6.237776749
2009,10,21,2,4.482999802,4.896430713
2009,10,21,3,4.267000198,5.390956793
2009,10,21,4,6.349999905,4.961454387
2009,10,21,5,4.940000057,4.838602887
2009,10,21,6,4.550000191,6.366208
2009,10,21,7,3.98300004,5.553230218
2009,10,21,8,2.799999952,5.135065077
2009,10,21,9,2.599999905,4.603796357
2009,10,21,10,2.382999897,4.028237583
2009,10,21,11,2.582999945,4.022393711
2009,10,21,12,4.300000191,4.018466127
2009,10,21,13,5.132999897,4.02083987
2009,10,21,14,4.25,4.869353545
2009,10,21,15,2.933000088,5.601429694
2009,10,21,16,3.617000103,4.837294305
2009,10,21,17,5.833000183,4.034482856
2009,10,21,18,3.849999905,4.263755622
2009,10,21,19,2.51699996,5.986345502
2009,10,21,20,2.867000103,4.581631169
2009,10,21,21,1.832999945,4.025576203
2009,10,21,22,3.23300004,4.02872189
2009,10,21,23,4.099999905,3.537478054
2009,10,22,0,2.917000055,4.043911604
2009,10,22,1,2.299999952,4.751994768
2009,10,22,2,2.150000095,4.030042027
2009,10,22,3,3.599999905,3.824019173
2009,10,22,4,3.282999992,3.594931523
2009,10,22,5,1.850000024,4.262153098
2009,10,22,6,3.582999945,4.06657915
2009,10,22,7,3.382999897,3.537478054
2009,10,22,8,4.166999817,4.262153098
2009,10,22,9,5.382999897,4.196533023
2009,10,22,10,5.882999897,4.766793663
2009,10,22,11,5.583000183,5.625272326
2009,10,22,12,6.717000008,6.000713886
2009,10,22,13,6.050000191,5.89948432
2009,10,22,14,5.5,6.645649479
2009,10,22,15,4.882999897,6.214296758
2009,10,22,16,5.282999992,5.824386617
2009,10,22,17,6,5.537886385
2009,10,22,18,7.583000183,5.621583179
2009,10,22,19,9.967000008,6.203160288
2009,10,22,20,11.18299961,7.303624216
2009,10,22,21,11.30000019,9.158997835
2009,10,22,22,9.649999619,10.10115236
2009,10,22,23,8.767000198,10.60096276
2009,10,23,0,7.117000103,9.06202054
2009,10,23,1,6.132999897,8.052938912
2009,10,23,2,6.467000008,6.96537408
2009,10,23,3,6.032999992,6.228010142
2009,10,23,4,6.916999817,6.453349385
2009,10,23,5,6.300000191,6.213950136
2009,10,23,6,6.599999905,6.667932546
2009,10,23,7,8.532999992,6.356540463
2009,10,23,8,7.632999897,6.595104504
2009,10,23,9,13.13300037,7.95846963
2009,10,23,10,9.932999611,7.308021753
2009,10,23,11,8.333000183,12.42406985
2009,10,23,12,8.866999626,9.338477202
2009,10,23,13,11.11699963,7.710456476
2009,10,23,14,15.21700001,8.171129835
2009,10,23,15,14.68299961,9.962041137
2009,10,23,16,14.46700001,13.94046243
2009,10,23,17,15.28299999,12.85717122
2009,10,23,18,12.11699963,12.91689376
2009,10,23,19,9.350000381,14.4511686
2009,10,23,20,8.067000389,11.5816459
2009,10,23,21,7.717000008,8.789597036
2009,10,23,22,7.867000103,7.516884433
2009,10,23,23,6.032999992,7.359595777
2009,10,24,0,5.767000198,7.408842619
2009,10,24,1,7.017000198,6.215383975
2009,10,24,2,6.467000008,5.963505681
2009,10,24,3,5.300000191,6.730710604
2009,10,24,4,4.617000103,6.451915545
2009,10,24,5,6.017000198,5.625772737
2009,10,24,6,5.949999809,5.361567116
2009,10,24,7,6.150000095,6.20749439
2009,10,24,8,6.066999912,6.183549911
2009,10,24,9,5.066999912,6.226576302
2009,10,24,10,6,6.218625152
2009,10,24,11,6.117000103,5.564639064
2009,10,24,12,7.632999897,6.205309581
2009,10,24,13,12.75,6.225984775
2009,10,24,14,18.58300018,7.305961409
2009,10,24,15,16.89999962,11.72232786
2009,10,24,16,14.43299961,17.04091842
2009,10,24,17,15.28299999,15.91878988
2009,10,24,18,17,12.95365615
2009,10,24,19,18.95000076,14.48319326
2009,10,24,20,20.2329998,15.95510475
2009,10,24,21,22.56699944,17.45431109
2009,10,24,22,20.03300095,18.31051113
2009,10,24,23,19.16699982,18.34200562
2009,10,25,0,20.75,18.27943923
2009,10,25,1,16.5170002,17.55428532
2009,10,25,2,13.7329998,18.3368201
2009,10,25,3,14.83300018,15.92136098
2009,10,25,4,13.55000019,12.89516406
2009,10,25,5,13.61699963,13.34499923
2009,10,25,6,13.86699963,12.81488095
2009,10,25,7,12.94999981,12.83901871
2009,10,25,8,15.5170002,12.81522411
2009,10,25,9,13.2670002,12.07827688
2009,10,25,10,11.85000038,14.43077411
2009,10,25,11,14.13300037,12.78065596
2009,10,25,12,14.38300037,11.42711799
2009,10,25,13,13.31700039,12.64899451
2009,10,25,14,15.69999981,12.75115162
2009,10,25,15,21.5170002,12.81294563
2009,10,25,16,22.66699982,14.78611117
2009,10,25,17,20.45000076,18.23266796
2009,10,25,18,19.63299942,18.33367111
2009,10,25,19,19.58300018,18.32280398
2009,10,25,20,17.9829998,17.88160946
2009,10,25,21,19.79999924,17.88315953
2009,10,25,22,19.53300095,17.27061005
2009,10,25,23,18.75,18.02321604
2009,10,26,0,12.18299961,17.88965993
2009,10,26,1,12.4829998,17.35558973
2009,10,26,2,11.91699982,11.68585097
2009,10,26,3,11.60000038,11.55266404
2009,10,26,4,13.96700001,11.15783694
2009,10,26,5,11.88300037,10.77644554
2009,10,26,6,12.08300018,12.52451953
2009,10,26,7,12.08300018,11.26936372
2009,10,26,8,11.85000038,11.2849386
2009,10,26,9,11.94999981,11.14620276
2009,10,26,10,14.25,11.08700517
2009,10,26,11,13.60000038,11.09931514
2009,10,26,12,11.2670002,12.56515089
2009,10,26,13,13.96700001,12.69208347
2009,10,26,14,15.68299961,10.82484144
